,product,title,rating,body
2235,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good for the price.,5.0,"Overall it's a good TV for the price. I got the 43"" TV , echo dot and 3 years of warranty.I did find it a bit laggg initially, but seemed better after the first update. The wall mount took an additional ₹800."
2236,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best choice for 13k,5.0,"Like this tv very much. Better picture quality, good sound and connection. Floor stand distance is high so couldn't accommodate in my small TV table. Sometimes prime get restart automatically. Otherwise it's a pakka product."
2237,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Great product.,5.0,Thumbs up for timely delivery and installation for Amazon.Review after 10 days.Picture quality is good and for the price is great. As got 3500rs. Echo dot and 2years extended warranty.
2238,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nicely and appreciated picture quality is good yet,5.0,It's looking very good till now... However i installed it on my own... Installation is pretty late by delivery
2239,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best picture quality good sound,5.0,Tv is looking great physically and also its interface easy to useOnly one problem i am facing that  is connecting the tv to the settop box through hdmi 2 port always mute the audio after power on but hdmi 1 arc port is working fine . Also i cannot control the volume of the tv in the settop box using settop box remote on Dolby mode
2240,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Woww factor for brand name,5.0,"I purchased this only for the brand name. You get a woww factor when you say you have one plus Tv.Other than that it is pretty normal TV for this price range. You get cheaper (1-2k) Tv from Thompson, Mi and VU for this price range. So you are actually paying 1k for this brand value and nothing else as the specs and performance match with other Tv brands.Display quality is very good and sound could have been better, these are on par with other TV on this same price range. Down firing speakers make sound little muffled.Casting works perfectly in both android and iPhone. Airtel Xrteam or jio live tv app is not available for any TV models but you can run it on phone and cast it to TV. So you don’t have to purchase a DTH or cable with smart TV with built in chromecast.TV does become slow when you open multiple apps but this is problem in all budget Tv models.2 hdmi ports is not a problem at all. As mostly you would only use 2 ports. 1 for dth and 1 for playstation. Since moving to OTT we no more use DVD or blue ray players. Also chromecast is inbuilt, so there is really no need for 3rd hdmi cable."
2241,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth it,5.0,Nice productPicture quality is awesomeIn budget of 23k it's good to buy and u get echo dot freeAnd if u purchase the extra waranty it is free with itIf u don't add echo dot while purchasing then u will not recieve with tv u have to add to cart during purchasing with tv then checkout for paymentScreen cast is laggy. Sound quality is ok.
2242,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Amazing purchase..,5.0,Great product at 11600..after card discount..Amazing panel and color depth..Go for it..wont regret
2243,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Superb tv,5.0,"The media could not be loaded.
                




   Nice quality"
2244,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),ONEPLUS Y1 BY 1st Purchase- SHAH,4.0,"picture quality"" is 4/5 ,""value for money"" is 4/5 & ""sheerness"" is 4/5 all over.1. OnePlus Connect App feature is good2. Remote is outstanding 9/10. Sometimes menu app is not work3.Google Assistant is only work perfectly on YouTube ""Not work properly in full led .4.Perfectly view from 10m away & sound surrounding.5.Media Album feature only available for OnePlus phone user.6. Screenshot Feature is also outstanding 👍* All over good for experience android tv of ONEPLUS Y1."
2245,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Super,5.0,Awesome product😍😍😍
2246,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Disappointed from Oneplus,1.0,Returning TV. Do not think to buy. A very bad product from Oneplus. Find following flaws after using TV for a couple of days.1. TV getting hang quite often.2. Very slow processor3. Remote is slow. Sometimes command do not reach the TV4. Very bad build quality. Cheap material used.5. No buttons in TV set apart from Power.6. Bluetooth does not works properly.7. Oneplus and amazon technical team dont have knowledge about the product.8. Bluetooth Speaker/headphone do not connect automatically. It require to unpair everytime to re-connect.9. Sound quality not upto thr mark.Not expected this from Oneplus.
2247,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Wort buying TV but Amazon services is poor,5.0,"TV is very good at this price. Installation was not done by the service provider. As promised by Amazon, Eco dot was not provided along with the TV."
2248,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Need an Update to fix thease issues,1.0,"This was not accepted from OnePlus.I bought this 32"" tv on it's first sale.Picture Quality : is like LCD tv, not Like LED tv.Sound Quality: is not comfortable to ear. Need more concentration to hear sound to understand the words.Design: Design is goodRemote: Remote is also goodNeed an update to fix this issue but if it is a LCD tv then no update can fix the picture quality of this tv.Hope for the best"
2249,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't thought about any bad reviews,5.0,This is fantastic tv ever. please do not trust any bad review i personally loving it.there is not any lag issue.
2250,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice tv,5.0,Very slim and best tv under 13k
2251,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't buy.. substandard product,1.0,"The media could not be loaded.
                




   I am a OnePlus user since 2015. Never expected these sort of cheap quality product from OnePlus.Tv stopped working after 2 months. Display is blank now.  OnePlus service is pathetic.  They are not responding even 2 weeks after raising the complaint. Don't waste money on this Crap."
2252,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus TV a big LET DOWN :(,2.0,Expected a lot... but basic things not functioning1. The Jio 5G connection doesn't get listed and hence cannot be selected.2. The connect app doesn't connect3. Though Chromecast is available I have been unable to cast anything4. Sound is not smooth
2253,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good TV But,5.0,Remote sensitivity is very low when compare to Mi tv. Its ver hard for me to change the channel
2254,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),A strict No-No. Worst product by OnePlus,1.0,"Had an extremely poor experience with OnePlus TV.TV screen turns black on random occasions but frequently, it again turns back on in 30sec to 5 min.Sounds stops working similarly.Picture turns green randomly.This doesn't feel like a OnePlus product. Even local brands provide better products.After all this, i applied for replacement and then amazon scheduled an inspection service and the inspection guy didn't show up. Had to rescheduled it two more times but no one shows up. Contacted amazon and told the whole scenario then they replaced it directly.Got the replaced product but the issues are still there and this time the product feels like second hand. Only that this time the issues ka worse and more frequent that last one.Filed a return request, again got inpection service scheduled and after explaining previous experience to customer care, this time got a call from inspection guy. He made a video of the issue. He said that he has verified the issue but I did not receive any response from Amazon regarding this.And the worse thing, Amazon is not providing customer care support now. Tried multiple times but didn't recieve any call from Amazon. Feeling stuck with this defective product.Won't be using Amazon for a long time now.Update: After initiating the return order again, Amazon sent people for picking up the defective item. Now waiting for refund initiation."
2255,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good designing,5.0,Excellent picture quality
2256,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best Primium look.,5.0,Best Primium look.
2257,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good TV in low budget,5.0,"The media could not be loaded.
                




   I'm one OnePlus fan always, TV in this low bedget is very good. Sound quality need improvement. Picture quality is good and over all value for money."
2258,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),BEST PRODUCT,5.0,Good product.worth buying at this price point.picture quality is awesome.sound is good.but no bass.Bezzle less design is Good.Worth buying at this price.
2259,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Quality product with viewing angles issue, after one year back light issues",3.0,"The media could not be loaded.
                




   It's awesome tv at 13k, except for viewing angles.It's color production and lookwise it's unmatchable.From front on it matches any full HD TV, interface is smooth.Color production is really good, blacks are really black like OLED panelFrom sides it's colors fade is noticable, it's the only but big negative from OnePlusWhen it comes to sound it is good while streaming through apps like YouTube, hotstar,, with set of box it's bit low.No lag in OS, remote is easy to operate and premium look.After 6 months usage , it's going great and really satisfiedAfter almost 1 year usage I'm satisfied with this TV , picture quality is of high class, one issue noticeable is there is a 3 mm gap at the base frame, not a major concern but OnePlus need to take care.If you are using it only with set of box use a good hdmi cable , it will really enhances viewing experience. With AV cables you will get very poor picture quality.It's one year of moderate use , but I'm getting back light issues on screen, currently it's not a issue while watching , but if it continues to intensity it will be a issue, I didn't expect that within a year."
2260,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Ratings are good but read this else waste money.....,2.0,"The media could not be loaded.
                




   Respected viewer,I know before purchasing this expensive leisure you will be viewing the rewievs let me tell you this TV has a great picture quality and smart features but this crashed in just 3 days of use . I purchased this TV long time back and it was kept in one corner of my house and then after a hell lot of scams one fine day a totally unprofessional fellow came to install it ...... After damaging the whole wall with innumerable drills he installed it and didn't even explain the features which , somehow , we got to know about.....then he charged the double price for the wall mount.....then after thousands of complaints finally we got a refund. Would suggest to buy from a showroom. Hope you find it helpful but informally would like to tell if you don't want to fall in any sort of problem .... Then please don't purchase this product !Have a good day"
2261,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice tv,5.0,Wonderful picture quality . Easy to operate but one plus connect app doesn't work. Volume is not that much. But it's worth it for the price it comes under
2262,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Price is reasonable and worth,5.0,"Price is reasonable, picture quality is good. Connectivity also good, remote is small and good, sound is ok, need to explore more, bazzle is almost negligible.. Looks good"
2263,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Go for it,5.0,"In this price you can't ask for more.Awesome picture quality , a bit slow operating system else everything is good."
2264,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worthy🙂,5.0,Just Amazing🤩😍Best in the segmentNo competition with thisGreat Colors and bezel less display.
2265,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Amazing TV,5.0,Amazing
2266,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),OnePlus is best,5.0,OnePlus tv is best....but amazon courier faciliti is very very bad...I am very irritating for wating this product...
2267,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),32 inch onePlus TV,5.0,For this much price we can say TV is good in every aspect. But there is a lagging problem. It's taking time to open any app.
2268,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),DISAPPOINTED! LED panel issues!,3.0,"I am not too happy with this one. I had huge expectations. Too much of LED bleeding issues and patches across the panel. I am awaiting an inspection from Amazon. So hoping for a replacement soon. Initial overview, price wise a good deal, if my panel issue gets resolved. But if you don't consider the price, this comes nowhere near to a Samsung panel."
2269,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not upto expectations,3.0,"The most horrible thing about this tv is its remote control . Very much irritating you to press the button 3-4 times to change something , not expected this from one plus . Although this tv has a good picture quality , average sound clarity and a decent bezel - less display . It can be said a value for money product . But the remote connectivity and performance is awful."
2270,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),OnePlus brand value.,5.0,Waiting since last 1 year for 43 in TV. Finally able to purchase. More value for less money.
2271,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Truly value for money device. Thank oneplus and amazon,5.0,Happy with product
2272,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),I am happy,5.0,Value for money
2273,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),For this price range the TV is awesome.,5.0,Screen is bit delicate except tht everything is fine awesome design
2274,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice one,5.0,so far so good...
2275,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Smart TV which isn't that ""smart""",3.0,"If you're going to purchase this product make sure you have atleast 4gb / day data plan dedicated to this TV.Also you need a WiFi router for getting full functionality.Let me start with the pros1. Picture quality is great. You'll need some Tweeks though. Set it on movie preset for day time use. Energy saving for night time use. I reduced backlight to 20 and it's in user mode to reduce eye strain.2. Audio quality is good. You also need a lot of Tweeks though.Set it in movie preset if you're watching movies. This preset let's you hear all the music details also you'll hear the dialogues crystal clear. In this mode you won't hear bass that much. You'll get a hint of base nothing much. Because base will affect the Dialogues.Set it in music preset if you're listening to music in this preset you'll hear all the highs and lows crystal clear. You'll get bass as well.Okay now discuss about the consEverything else in this TV is a con.It has data saver installed but you can't able to access it. Data savers has an update in playstore. For some reason it's not updating.You can't use this TV as a Bluetooth speaker. You have to cast your phone screen in order to play your music on TV screen.Which brings a lot of problems. First you need a WiFi router with 2 GB data dedicated to this TV for casting only. Because it's using Chromecast not miracast. So what happens is, you are sharing your mobile screen to your TV using mobile data even though it's on same network. Which is stupid. Why in the world I have to spend my data to transfer the data packets using my router. It's on same network for god's sake.Also while casting if you open YouTube in your phone it opens YouTube app on tv, so you'll end up spending 3X data for playing YouTube video. ( For playing in mobile, for transferring data to tv and for the video playing on TV). But fellow competitors like mi TV also have built in Chromecast only. I don't know any budget TV which supports miracast, if you knew comment below to let me know.It can only access hard disc upto 2tb.Some apps like Udemy are not supported on this TV.You're going to spend more money on ott, let me explain how.. if you're going to use Netflix on TV you'll need premium subscription to add 2-4 devices at a time. Also if you have Airtel xstreme on your phone, and thinking I can use Airtel xstreme on tv.. you're wrong.. you need to purchase xstreme for TV as well.If you're rich enough to purchase all ott platforms and have enough money to spend 4gb / day data on TV on regular basis, you'll love this TV.Otherwise you're gonna end up hating this TV and yourself for purchasing this TV.I chose to purchase this TV because it's an Android TV, also home services during warranty period is free. I don't have to take this TV to the service centre, if there's something's wrong. After warranty period they charge ₹450 for the service. Which is cheaper than other brand.But if I knew I'm gonna get this for ₹16k I wouldn't even think about purchasing this TV. Because I got these picture and audio in my old Sansui LCD tv. Which lasted 5 years without any issues."
2276,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One Plus TV overall quality,5.0,"Excellent TV, picture quality superb-5*, for Sounds I will give 4*, for connectivity-5*. Overall excellent TV in low budget better than others Brands"
2277,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One of the best Tv i have,5.0,Outstanding🤩🤩🤩I love it . Nuch better then MI led
2278,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Super,5.0,Good in this price
2279,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money n Really good quality,5.0,"Awesome product, superb audio n video,really experienced with 4k video n dolby audio.but Google chrome not installed in this"
2280,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't buy OnePlus product. No service provide if your product got defected,1.0,I booked repair service by Oneplus care App .  No one come and update the status. too many time tried to contacting customer care of Oneplus. no acknowledgment. And tried booked by amazon warranty & services. No one come on appointment date they reschedule the appointment without contact me. this is very bad service.
2281,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Honest review about leneka ya nahi leneka,5.0,"Bhai log this is suvi, from Nagpur, Maharashtra,...Bro tv is all good no lags no nothing... Very good picture quality, good sound , and worth buying it if you are buying it for home use purposes.... All those glitches and lags are just because of wifi speed... In order to use this tv at high speed u must have high speed internet available or else for tv serial use it is all good go on with it .."
2282,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Careful before you buy,2.0,"I have used mi and one plusPros1. Picture quality one plus is better2. Sound quality one is betterCons1. Lags heavily while changing ott and switch on / off. This too much annoying. Never expected this. Due to this sometime in the background last played will continue for few seconds. It spoiled entire mood and concept of good quality tv. Mi is much better there is not much lag.2. Remote design absolutely poor engineering remote design. It's not handy to use, hold and stupid placement of keys in the remote made. Poor engineering design products. As compared mi is far better simple sleek and to the target.3. Time to switch on takes more than usual time.It's honest review not filters"
2283,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus rocks,5.0,"I purchased 43 inch tv and having best bezeless tv experience you will find in this price range. Premium built, video quality is simply awesome with Dolby audio."
2284,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth it!,5.0,Value for money💰!!!! Worth it!
2285,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Internal Storage Scam,4.0,"I've got Internal Storage of 4GB and here is mentioned 8Gb of storage, can i know Why?"
2286,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Never ever buy a OnePlus TV,1.0,"I bought this TV in April 2021 and it stopped working within a month. Okay that's fine it can happen with any product right? It took almost 2 months to get a service guy, that's also fine even though I had no entertainment at home because of the lockdown going on everywhere.All of sudden a service guy came like an angel and said I have to pay for the service as the board is burned it won't comes under their warranty policy. Great!I have been using a VU tv for the past 4 years that too got damaged but replaced with a brand new TV twice without even any questions asked. It was my great mistake I thought OnePlus would provide Quality products and Quality services. They just su*k."
2287,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not that great,3.0,"The TV is an okay-ish buy.Don't come for the Brand here.I would happily suggest anyone to go with a Samsung or even Onida TV which does come at a nearby price point.The sound is low, but what to expect from a 20 Watt internal speaker.Even though it is back-lit with LED, there are certain points where you will not be able to see anything, it will be pitch black, while it should have been normal.And for the Game Mode, I used my PS4, XBOX ONE and Switch along with that. Played a couple of matches in Battlefield 1 and WWII. It reduces lag, but not upto a gaming level.The remote cannot start the tv all the time.It is slow when it comes to remote response, but that is only for the start up.But at this price point, what can one expect.And, at the time of writing this review, I had a serious issue a few days back, but the inputs from HDMI produced a grayscale output.I thought the TV was done for.But, it happens across all the OnePlus TV's it seems.If anyone has the same issue, reset the entire TV.I wasted some time with Amazon and OnePlus Care by scheduling repair services.But it was no good.All in all, I love One Plus, despite the negative points stated, the above has 2 stars for Amazon and 1 for the TV.If you want to try this one, gladly you are welcome, but I would suggest you to try another brand, specifically well established ones like Samsung or Sony or TCL or Onida."
2288,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Average,5.0,Picture quality not that much better but OK!  Sound quality is Good.
2289,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Overall gud product,5.0,Gud display & audio output superb
2290,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus tv,5.0,Oneplus tv arrived my home todayIt very slim and price was also good. It was very slim and easy to handle.
2291,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Great,5.0,I like one plus not china
2292,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best Tv to buy.. Avoid Negative Reviews,5.0,"The media could not be loaded.
                




   I bought this tv on October 2020 for 24,999/- 43 inch..It's almost a year now I'm writing this review... Even after so many Negative Reviews....I placed order... On my own risk.... But ITS WORTH THE ORDER...Tv is Fine working well... As displayed... Ignore the negative reviews...Guy from Amazon mounted on wall ...wellGood sound quality... video quality.... Everything is good."
2293,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Awesome display,4.0,"I'm really satisfied by 1 plus.Display quality is bestSound enough for a medium sized hallScreen mirroring works without laggingConsGoogle voice search delays by 4-5 seconds1plus connect isn't so much interesting as it's too much slowBluetooth we can't connect our mobile but only tv with headset and Bluetooth speakerSo,don't think of connecting mobile BluetoothOverallDisplay is awesomeSound quality niceBass average"
2294,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth for price,5.0,"I order the product on 28th july flash sale, it is worth for this price and good picture and sound quality,"
2295,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good purchase,5.0,Picture quality is amazing
2296,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Decent buy.. try better,3.0,"I have been using the 43 inch Y Series for over a week now.Pros - love the black tones, the tv itself is very aesthetic, latest Android loaded, all frequently used apps/programs available in the tv, the remote is very sleek and is Bluetooth enabled, no need to point remote to tv, the delivery and installation services were very quick and efficient.Cons - the OS laga, the build quality does not feel great, plastic body, doesn't work well with Alexa, sound quality is not great. The colours are not great either. Does not have different picture/colour modes. The biggest con for me is that it does not have adaptive display and gets too bright in low light while in standard settings.Overall - for the price of ₹22K - ₹23K the TV is totally worth buying. Remember that this is a budget tv. Premium TV's are almost double the cost."
2297,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Thank you One plus 1+,5.0,Value for money
2298,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sound and Screen is good in this range!,5.0,Got it delivered on exact date and installation done next day. Loved the product better then mi and realme I guess.
2299,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Review after one week. Is it really Smarter TV?,4.0,"The media could not be loaded.
                




   Alright, here is the new One Plus TV 43Y. You can watch Unboxing on my you tube channel X:Plorer!.I have been using this tv since a week now.Here are some pros and cons of the tv,Pros: Price, yes being a Indian we always seek products which are best quality with affordable price, It fits well.#Gift: Yes, you get Alexa Dot with OnePlus 43Y and 55 U TVs. Who don't like free stuff?#Picture Quality is super with baseless design of 88% of total view. Viewing angel will give you great experience.#Build Quality: I have been trying different TVs till now including Mi 55 inch, Iffalcon 43inch and other but trust me this One Plus is far ahead when it comes to design and quality material.Cons:#Sound: Yes it has 20wt output sound with Dolby Atmos but you won't feel bass.#RAM: It has 1GB RAM with internal storage of 8GB out of which only around 4 GB is useful. This would make operation lit slow.#Andoid oxygen play: It's hardly has watchable content and it's too old as there is Patch wall."
2300,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Smarter TV ❤❤❤,5.0,"Picture Quality & Sound Quality Is Up to Mark Blindly Go with it.,I have used it for only 1 day but my experience is awesome and I didn't felt any laggy experience with the TV"
2301,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Best tv for this price, very disappointed with installation",5.0,Everything other than installation is remarkable
2302,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very disappointing quality,2.0,"The TV's voice assistant features are almost non-functional. Every time when I tried the voice command, the ongoing video/movie stuck. The picture and sound quality are not so great for a room of 100 sqft and there was a lot of glare even with less light in the room, tried all the suggestions on changing contrast/brightness etc., By looking at the hype, I expected a lot but this TV did not meet any of my expectations and left a disappointing experience."
2303,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),just go for it!!!,5.0,too good!!!purchase without hasitation..only d problem is amazon late service n nothing else..
2304,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Wonderful performance,5.0,Love it ❤️
2305,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Never Settle,4.0,"Amazing picture qualityDoesn't lag, only lag found was during initial setup.20w Speaker with Dolby speakers does a great jobBezels are extremely less and gives a nice experience.OnePlus did a great job and does give a premium feel.Cons:Audio quality should be tweaked. No bass which is a huge disappointment.Alexa is not bundled, you need to add it separately during the purchase.@Amazon, when you mention that Alexa comes free with this purchase then make it bundled with the TV unit and do not ask Customers to add it separately during the purchase. Don't expect the Customers to add it separately during the Flash sale. This is simply cheating on the Customers."
2306,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Product is good,5.0,I don't get the original bill with box. Kindly provide me a softcopy of my bill.
2307,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Sound quality is a bit poor remaining things are good
2308,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus Tv,5.0,Delivery in time and  Installation was also in time overall good service
2309,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),DONT BUY!,1.0,"Apart from the screen size and the clarity and the sound ofcourse nothin in this is a Good buy..1)Technically challengedEvery time yo switch on the TV you need to have a separate network in which you connect it first then only you can connect it to your wifi.2) Pathetic Response timeIf incase you’re in a bad mood, then refrain from switching on this TV. Cuz it’s going to be like solving a puzzle what went wrong & what possibly can be right and after all of that the remote will give you a run which you never wanted.I can go on… but not worth my time.Just one thing if you think of buying CHEAP, you can opt for TCL instead but these are just junk covered with a shiny plastic and a good outlook."
2310,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Why so critical, it's a flagship product.",5.0,"Actually I went through all the comments and reviews, I was initially intersted in OnePlus but  after reading these reviews I got confused. Then I checked for other smart TVs and finally settled to purchase this OnePlus TV only because of the trust and experience I had on OnePlus products mainly mobile phones which me and my family are using.Believe me after receiving this TV I couldn't understand why people are so critical about this !! It serves all the purpose very well.. all smart features are excellent, connectivity is so good.. picture quality and sound is absolutely fine and sufficient for me. People complaint about its picture & sound quality but I found it amazing.. I don't expect any better clarity of picture than this TV.. and sound.. I couldn't use it on more than 10% volume in my 100 sq ft room. Guys It's just a TV, it could be bad, good or excellent.. for me it's Excellent.. I am not looking for a wife here.. 🤣🤣🤣🤣And people who are being so critical about this TV, I don't know what are they were expecting.. may be they are comparing this TV with a PVR screen, or its sound with a bose music system then definitely it's a below expectation product for you, sorry for your loss."
2311,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Value for money
2312,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),TV not working after using it for just 23 days.,1.0,"Worst service ever.... It's just been 23 days tht we bought it. It was all working fine and all of a sudden it shut down and we were unable to switch it on that too no body touched it or did anything.. How can this happen??? Quite surprised. .  I'd tried calling oneplus customer care, they're saying they won't be able to replace it since we'd purchased it from amazon..  And this seems to be too hectic to hear...  What's this amazon..  Never expected this... The quality of the service is pathetic..  Please don't buy it from amazon for their eye catching offers.  It always good to go n buy from their own website( I feel so)... If I would have done that then I would have got a replacement atleast....."
